IsWon,Opportunity Type,Lead Source,Amount,Industry
TRUE,New Business / Add-on,Partner Referral,57900,Banking
FALSE,New Business / Add-on,Partner Referral,57000,Energy
TRUE,New Business / Add-on,Partner Referral,42510,Healthcare
TRUE,New Business,Web,51570,Energy
TRUE,New Business / Add-on,Partner Referral,44340,Banking
FALSE,New Business / Add-on,Web,27270,Banking
FALSE,New Business / Add-on,Phone Inquiry,12000,Energy
FALSE,New Business / Add-on,Web,29520,Healthcare
TRUE,Existing Business,Partner Referral,65670,Technology
FALSE,Existing Business,Web,49950,Energy
FALSE,Existing Business,Phone Inquiry,11550,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11790,Technology
FALSE,New Business / Add-on,Partner Referral,43680,Technology
FALSE,New Business / Add-on,Partner Referral,65790,Technology
FALSE,New Business / Add-on,Web,39000,Energy
FALSE,New Business / Add-on,Partner Referral,68460,Banking
FALSE,New Business / Add-on,Phone Inquiry,12390,Technology
FALSE,New Business,Web,52170,Technology
FALSE,New Business,Partner Referral,56850,Technology
FALSE,New Business / Add-on,Web,15210,Energy
FALSE,Existing Business,Partner Referral,63270,Banking
FALSE,Existing Business,Phone Inquiry,15240,Healthcare
FALSE,New Business / Add-on,Partner Referral,61530,Banking
TRUE,New Business / Add-on,Partner Referral,60120,Banking
FALSE,New Business / Add-on,Phone Inquiry,14400,Healthcare
FALSE,Existing Business,Phone Inquiry,15360,Healthcare
FALSE,Existing Business,Web,44100,Energy
TRUE,New Business / Add-on,Partner Referral,44430,Technology
FALSE,New Business,Partner Referral,58950,Banking
FALSE,New Business,Web,32640,Banking
TRUE,New Business / Add-on,Partner Referral,60930,Technology
FALSE,New Business / Add-on,Partner Referral,61860,Banking
FALSE,Existing Business,Web,20520,Technology
FALSE,New Business / Add-on,Web,26250,Banking
TRUE,New Business,Partner Referral,67170,Banking
FALSE,New Business / Add-on,Partner Referral,60390,Banking
TRUE,New Business,Web,33570,Banking
FALSE,Existing Business,Partner Referral,69630,Technology
TRUE,New Business / Add-on,Web,27450,Banking
FALSE,New Business,Web,49200,Energy
FALSE,Existing Business,Web,39090,Technology
FALSE,New Business / Add-on,Web,26880,Energy
FALSE,New Business / Add-on,Partner Referral,47880,Banking
FALSE,New Business / Add-on,Partner Referral,53310,Banking
FALSE,New Business / Add-on,Partner Referral,44970,Banking
FALSE,New Business,Partner Referral,64110,Technology
TRUE,New Business / Add-on,Partner Referral,44970,Banking
TRUE,New Business / Add-on,Partner Referral,48090,Energy
FALSE,New Business,Phone Inquiry,11580,Energy
TRUE,New Business,Partner Referral,65550,Banking
FALSE,New Business,Web,33660,Energy
FALSE,New Business / Add-on,Phone Inquiry,11820,Energy
FALSE,New Business / Add-on,Web,30780,Healthcare
FALSE,Existing Business,Partner Referral,71160,Healthcare
FALSE,Existing Business,Phone Inquiry,14490,Technology
FALSE,New Business,Phone Inquiry,12180,Healthcare
FALSE,Existing Business,Partner Referral,69300,Banking
FALSE,New Business,Phone Inquiry,15030,Energy
FALSE,New Business / Add-on,Partner Referral,65460,Banking
FALSE,New Business,Phone Inquiry,11790,Healthcare
FALSE,Existing Business,Partner Referral,66780,Technology
FALSE,New Business / Add-on,Web,17940,Healthcare
FALSE,New Business / Add-on,Partner Referral,48360,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12480,Healthcare
TRUE,New Business / Add-on,Web,21120,Energy
TRUE,New Business / Add-on,Partner Referral,47280,Banking
FALSE,New Business / Add-on,Partner Referral,53970,Healthcare
FALSE,Existing Business,Partner Referral,69630,Technology
FALSE,Existing Business,Phone Inquiry,11730,Energy
TRUE,New Business / Add-on,Partner Referral,63840,Banking
TRUE,New Business / Add-on,Web,29640,Banking
FALSE,Existing Business,Partner Referral,69150,Energy
FALSE,Existing Business,Phone Inquiry,14880,Energy
FALSE,New Business,Phone Inquiry,11940,Healthcare
FALSE,New Business,Partner Referral,48750,Energy
FALSE,New Business / Add-on,Partner Referral,41970,Healthcare
TRUE,New Business / Add-on,Partner Referral,41460,Banking
TRUE,New Business / Add-on,Partner Referral,54120,Banking
TRUE,New Business / Add-on,Partner Referral,56130,Technology
FALSE,Existing Business,Partner Referral,51840,Energy
FALSE,New Business / Add-on,Web,39780,Healthcare
FALSE,New Business / Add-on,Partner Referral,56790,Energy
TRUE,New Business / Add-on,Partner Referral,48510,Healthcare
TRUE,New Business,Partner Referral,49230,Healthcare
FALSE,New Business,Web,43260,Healthcare
FALSE,New Business / Add-on,Web,20820,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,12330,Energy
FALSE,New Business / Add-on,Partner Referral,57570,Energy
FALSE,New Business,Web,26880,Technology
FALSE,New Business,Partner Referral,65640,Banking
FALSE,New Business / Add-on,Web,42630,Healthcare
TRUE,New Business / Add-on,Partner Referral,47130,Banking
FALSE,New Business / Add-on,Phone Inquiry,11820,Energy
FALSE,New Business,Web,24150,Healthcare
FALSE,Existing Business,Phone Inquiry,11910,Energy
FALSE,New Business / Add-on,Web,40950,Technology
FALSE,New Business / Add-on,Phone Inquiry,12090,Energy
FALSE,New Business / Add-on,Web,30570,Healthcare
TRUE,New Business / Add-on,Partner Referral,47190,Banking
FALSE,New Business / Add-on,Web,15090,Technology
FALSE,New Business / Add-on,Phone Inquiry,12150,Technology
TRUE,New Business / Add-on,Web,25740,Banking
FALSE,New Business / Add-on,Web,26400,Banking
FALSE,New Business,Phone Inquiry,12150,Healthcare
TRUE,New Business / Add-on,Web,20550,Healthcare
TRUE,New Business / Add-on,Web,35100,Healthcare
FALSE,New Business / Add-on,Web,33480,Energy
FALSE,New Business,Partner Referral,53340,Technology
FALSE,New Business / Add-on,Web,34590,Healthcare
TRUE,New Business / Add-on,Partner Referral,57720,Banking
FALSE,Existing Business,Web,47490,Healthcare
FALSE,Existing Business,Partner Referral,64830,Energy
TRUE,New Business / Add-on,Partner Referral,44640,Banking
FALSE,New Business / Add-on,Partner Referral,56880,Banking
FALSE,New Business / Add-on,Web,27540,Banking
TRUE,New Business / Add-on,Partner Referral,63180,Banking
FALSE,Existing Business,Partner Referral,61560,Banking
TRUE,New Business / Add-on,Partner Referral,44310,Technology
FALSE,New Business,Web,36810,Technology
FALSE,New Business / Add-on,Web,34530,Banking
FALSE,New Business / Add-on,Web,17550,Healthcare
TRUE,New Business / Add-on,Partner Referral,50730,Banking
FALSE,Existing Business,Phone Inquiry,11760,Energy
FALSE,Existing Business,Partner Referral,67050,Energy
FALSE,New Business,Partner Referral,63900,Banking
FALSE,Existing Business,Partner Referral,64620,Energy
FALSE,New Business,Phone Inquiry,11580,Healthcare
FALSE,Existing Business,Phone Inquiry,12030,Technology
FALSE,New Business / Add-on,Partner Referral,41970,Energy
FALSE,New Business,Web,38220,Energy
TRUE,Existing Business,Phone Inquiry,14850,Energy
FALSE,New Business / Add-on,Web,30540,Technology
FALSE,New Business,Web,36240,Energy
FALSE,New Business,Web,47550,Healthcare
TRUE,New Business / Add-on,Partner Referral,51480,Energy
TRUE,New Business / Add-on,Web,14670,Banking
FALSE,Existing Business,Partner Referral,66060,Energy
FALSE,New Business / Add-on,Partner Referral,54420,Healthcare
FALSE,Existing Business,Phone Inquiry,15180,Energy
TRUE,New Business / Add-on,Partner Referral,63420,Banking
FALSE,New Business / Add-on,Partner Referral,51120,Banking
FALSE,Existing Business,Phone Inquiry,14610,Healthcare
TRUE,New Business / Add-on,Web,14550,Banking
FALSE,Existing Business,Phone Inquiry,15060,Technology
FALSE,New Business / Add-on,Web,32730,Technology
FALSE,Existing Business,Partner Referral,57960,Healthcare
TRUE,New Business / Add-on,Partner Referral,45900,Banking
FALSE,New Business,Web,48690,Energy
FALSE,New Business / Add-on,Web,23100,Banking
FALSE,New Business / Add-on,Partner Referral,55740,Banking
TRUE,New Business / Add-on,Partner Referral,56100,Banking
FALSE,Existing Business,Web,50820,Healthcare
FALSE,Existing Business,Web,39600,Banking
TRUE,New Business,Partner Referral,60900,Energy
TRUE,New Business / Add-on,Partner Referral,44940,Technology
FALSE,Existing Business,Phone Inquiry,12450,Healthcare
FALSE,Existing Business,Web,36870,Energy
FALSE,New Business / Add-on,Web,32700,Healthcare
TRUE,New Business / Add-on,Partner Referral,41760,Banking
FALSE,New Business / Add-on,Partner Referral,59850,Banking
FALSE,Existing Business,Partner Referral,65850,Technology
FALSE,Existing Business,Web,48510,Technology
FALSE,Existing Business,Phone Inquiry,12180,Healthcare
FALSE,Existing Business,Web,40680,Technology
TRUE,New Business / Add-on,Phone Inquiry,14430,Healthcare
FALSE,Existing Business,Phone Inquiry,11880,Energy
FALSE,Existing Business,Phone Inquiry,15420,Technology
FALSE,New Business,Web,33690,Banking
FALSE,Existing Business,Web,52020,Technology
FALSE,New Business / Add-on,Phone Inquiry,12240,Healthcare
FALSE,Existing Business,Phone Inquiry,11790,Healthcare
TRUE,New Business / Add-on,Web,30330,Banking
FALSE,New Business / Add-on,Web,32610,Healthcare
FALSE,New Business / Add-on,Partner Referral,64860,Energy
FALSE,New Business,Web,32670,Healthcare
FALSE,New Business / Add-on,Web,27210,Healthcare
FALSE,New Business,Web,35400,Healthcare
FALSE,New Business,Web,41670,Banking
TRUE,New Business / Add-on,Partner Referral,60330,Banking
FALSE,Existing Business,Web,38970,Energy
TRUE,New Business / Add-on,Phone Inquiry,12300,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11310,Healthcare
FALSE,New Business,Phone Inquiry,11880,Technology
FALSE,New Business / Add-on,Web,15030,Technology
TRUE,New Business / Add-on,Partner Referral,44880,Technology
FALSE,Existing Business,Partner Referral,68580,Energy
TRUE,New Business / Add-on,Web,14670,Banking
FALSE,Existing Business,Partner Referral,65520,Energy
FALSE,Existing Business,Web,27030,Technology
FALSE,New Business / Add-on,Web,30600,Healthcare
FALSE,Existing Business,Partner Referral,66270,Technology
FALSE,New Business / Add-on,Partner Referral,50790,Banking
FALSE,New Business,Web,36030,Healthcare
FALSE,New Business / Add-on,Web,26790,Technology
FALSE,New Business / Add-on,Partner Referral,55950,Technology
FALSE,New Business / Add-on,Phone Inquiry,12150,Healthcare
FALSE,Existing Business,Phone Inquiry,15270,Healthcare
FALSE,Existing Business,Phone Inquiry,12360,Healthcare
FALSE,New Business / Add-on,Partner Referral,56460,Banking
FALSE,New Business,Web,20880,Healthcare
FALSE,Existing Business,Web,36450,Technology
FALSE,New Business / Add-on,Web,30810,Banking
FALSE,Existing Business,Web,38430,Energy
FALSE,Existing Business,Web,50880,Technology
TRUE,New Business / Add-on,Partner Referral,42600,Energy
FALSE,New Business / Add-on,Web,30090,Healthcare
FALSE,Existing Business,Partner Referral,56760,Energy
FALSE,Existing Business,Web,35850,Healthcare
FALSE,New Business,Partner Referral,60150,Banking
FALSE,New Business / Add-on,Partner Referral,59340,Banking
FALSE,Existing Business,Partner Referral,58620,Energy
TRUE,New Business / Add-on,Web,24180,Banking
FALSE,New Business / Add-on,Web,36150,Technology
FALSE,New Business / Add-on,Web,33750,Banking
FALSE,Existing Business,Web,27720,Technology
TRUE,New Business / Add-on,Web,30360,Banking
FALSE,Existing Business,Phone Inquiry,14940,Healthcare
TRUE,New Business / Add-on,Partner Referral,50910,Banking
TRUE,New Business / Add-on,Web,39420,Healthcare
FALSE,Existing Business,Web,38010,Energy
FALSE,New Business / Add-on,Web,30060,Technology
TRUE,New Business / Add-on,Partner Referral,42300,Banking
TRUE,New Business / Add-on,Partner Referral,56910,Banking
FALSE,New Business / Add-on,Web,30090,Banking
TRUE,New Business / Add-on,Phone Inquiry,11850,Healthcare
FALSE,New Business,Web,38790,Technology
FALSE,Existing Business,Web,47760,Technology
FALSE,New Business,Phone Inquiry,11700,Healthcare
FALSE,Existing Business,Partner Referral,59730,Banking
FALSE,New Business / Add-on,Partner Referral,44400,Banking
FALSE,New Business / Add-on,Web,23340,Banking
FALSE,New Business / Add-on,Partner Referral,47730,Banking
TRUE,New Business / Add-on,Web,39270,Banking
TRUE,New Business / Add-on,Partner Referral,59220,Banking
FALSE,New Business / Add-on,Web,27780,Technology
FALSE,Existing Business,Partner Referral,59610,Energy
FALSE,New Business / Add-on,Partner Referral,57480,Banking
TRUE,New Business,Web,40500,Technology
FALSE,New Business / Add-on,Partner Referral,46890,Energy
FALSE,Existing Business,Phone Inquiry,15660,Healthcare
TRUE,New Business / Add-on,Partner Referral,41760,Banking
TRUE,New Business,Web,50610,Banking
TRUE,New Business / Add-on,Partner Referral,60120,Banking
TRUE,New Business / Add-on,Partner Referral,46830,Banking
FALSE,New Business,Web,24210,Energy
FALSE,Existing Business,Web,47520,Energy
FALSE,New Business / Add-on,Phone Inquiry,12540,Healthcare
TRUE,New Business / Add-on,Partner Referral,44160,Banking
TRUE,New Business / Add-on,Partner Referral,44850,Banking
FALSE,New Business / Add-on,Web,29940,Healthcare
FALSE,New Business / Add-on,Web,41340,Energy
FALSE,New Business / Add-on,Phone Inquiry,12150,Healthcare
FALSE,New Business / Add-on,Partner Referral,45600,Energy
FALSE,New Business / Add-on,Partner Referral,44400,Banking
FALSE,New Business / Add-on,Partner Referral,49380,Healthcare
FALSE,New Business / Add-on,Partner Referral,53640,Technology
FALSE,New Business / Add-on,Partner Referral,59490,Energy
TRUE,New Business / Add-on,Phone Inquiry,12120,Healthcare
FALSE,New Business / Add-on,Web,17670,Technology
FALSE,Existing Business,Phone Inquiry,11880,Banking
FALSE,New Business / Add-on,Web,35490,Technology
FALSE,New Business / Add-on,Web,26850,Banking
FALSE,Existing Business,Partner Referral,54480,Energy
FALSE,New Business / Add-on,Web,29730,Technology
FALSE,Existing Business,Partner Referral,64020,Energy
TRUE,New Business / Add-on,Partner Referral,56130,Banking
FALSE,Existing Business,Partner Referral,56670,Energy
FALSE,New Business,Phone Inquiry,11670,Technology
TRUE,New Business / Add-on,Web,15030,Banking
FALSE,Existing Business,Web,40770,Healthcare
FALSE,New Business,Web,39150,Technology
FALSE,New Business / Add-on,Partner Referral,59670,Technology
FALSE,New Business,Phone Inquiry,12210,Energy
FALSE,Existing Business,Phone Inquiry,11970,Healthcare
FALSE,New Business,Web,46440,Technology
FALSE,New Business,Phone Inquiry,11820,Technology
FALSE,Existing Business,Partner Referral,59820,Energy
FALSE,New Business / Add-on,Partner Referral,44880,Energy
FALSE,New Business,Phone Inquiry,11490,Healthcare
FALSE,New Business,Partner Referral,47370,Technology
TRUE,New Business / Add-on,Partner Referral,57330,Banking
FALSE,New Business,Web,37710,Energy
FALSE,New Business / Add-on,Partner Referral,42930,Energy
FALSE,New Business / Add-on,Partner Referral,56970,Banking
FALSE,New Business / Add-on,Partner Referral,51660,Energy
FALSE,New Business / Add-on,Phone Inquiry,11730,Healthcare
FALSE,Existing Business,Phone Inquiry,14880,Healthcare
TRUE,New Business / Add-on,Web,23580,Banking
FALSE,New Business / Add-on,Partner Referral,50430,Healthcare
FALSE,New Business / Add-on,Web,21750,Banking
TRUE,New Business / Add-on,Phone Inquiry,12150,Healthcare
TRUE,New Business / Add-on,Web,14340,Banking
FALSE,New Business / Add-on,Partner Referral,59160,Banking
FALSE,New Business / Add-on,Partner Referral,62190,Energy
FALSE,Existing Business,Web,55740,Energy
FALSE,New Business,Phone Inquiry,11940,Technology
FALSE,New Business / Add-on,Phone Inquiry,12060,Energy
TRUE,New Business / Add-on,Partner Referral,51270,Banking
FALSE,New Business / Add-on,Partner Referral,48300,Banking
TRUE,New Business,Partner Referral,59940,Technology
FALSE,New Business / Add-on,Web,23910,Banking
FALSE,New Business,Web,36300,Energy
TRUE,New Business / Add-on,Partner Referral,50880,Banking
FALSE,New Business / Add-on,Partner Referral,62310,Healthcare
FALSE,New Business / Add-on,Web,40680,Technology
TRUE,New Business / Add-on,Partner Referral,45120,Banking
FALSE,Existing Business,Phone Inquiry,14910,Technology
FALSE,New Business / Add-on,Phone Inquiry,11610,Energy
TRUE,Existing Business,Web,29610,Banking
FALSE,New Business / Add-on,Partner Referral,53400,Banking
FALSE,New Business / Add-on,Web,33000,Banking
FALSE,Existing Business,Web,45690,Technology
FALSE,New Business,Phone Inquiry,12180,Healthcare
TRUE,New Business / Add-on,Partner Referral,44940,Banking
FALSE,Existing Business,Partner Referral,70410,Energy
FALSE,New Business / Add-on,Phone Inquiry,11850,Healthcare
FALSE,New Business / Add-on,Web,27120,Energy
FALSE,Existing Business,Phone Inquiry,15120,Healthcare
FALSE,New Business / Add-on,Partner Referral,53850,Banking
FALSE,New Business,Web,45000,Technology
FALSE,New Business / Add-on,Web,29970,Healthcare
FALSE,Existing Business,Web,39420,Technology
FALSE,New Business,Web,40230,Energy
FALSE,Existing Business,Partner Referral,66540,Energy
FALSE,New Business / Add-on,Partner Referral,52770,Technology
FALSE,New Business,Phone Inquiry,11880,Energy
FALSE,New Business,Web,45420,Technology
FALSE,Existing Business,Web,37290,Healthcare
TRUE,New Business / Add-on,Partner Referral,60750,Banking
FALSE,Existing Business,Partner Referral,69090,Technology
TRUE,New Business / Add-on,Phone Inquiry,11370,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11700,Healthcare
FALSE,New Business / Add-on,Partner Referral,51930,Banking
TRUE,New Business / Add-on,Web,17160,Energy
FALSE,New Business,Phone Inquiry,12240,Healthcare
FALSE,New Business,Phone Inquiry,11880,Technology
FALSE,New Business / Add-on,Web,27390,Healthcare
FALSE,Existing Business,Web,33840,Healthcare
FALSE,New Business / Add-on,Partner Referral,43980,Energy
TRUE,New Business / Add-on,Web,14610,Banking
FALSE,New Business / Add-on,Partner Referral,60810,Banking
TRUE,New Business / Add-on,Partner Referral,59190,Banking
FALSE,New Business / Add-on,Web,20160,Healthcare
TRUE,New Business / Add-on,Partner Referral,47940,Technology
FALSE,New Business / Add-on,Phone Inquiry,12420,Banking
FALSE,Existing Business,Partner Referral,62430,Banking
FALSE,Existing Business,Phone Inquiry,12150,Technology
TRUE,New Business / Add-on,Partner Referral,61980,Banking
FALSE,New Business,Web,44220,Energy
TRUE,New Business / Add-on,Partner Referral,57720,Energy
FALSE,New Business / Add-on,Partner Referral,65250,Banking
FALSE,New Business,Phone Inquiry,12090,Technology
FALSE,New Business / Add-on,Phone Inquiry,11850,Energy
FALSE,Existing Business,Phone Inquiry,15570,Energy
FALSE,New Business / Add-on,Web,42030,Banking
FALSE,Existing Business,Phone Inquiry,14430,Healthcare
FALSE,New Business / Add-on,Partner Referral,50850,Banking
FALSE,Existing Business,Phone Inquiry,13830,Healthcare
TRUE,New Business,Partner Referral,62490,Banking
FALSE,Existing Business,Web,35970,Energy
FALSE,Existing Business,Phone Inquiry,11730,Technology
FALSE,New Business,Phone Inquiry,11760,Technology
FALSE,New Business,Phone Inquiry,12030,Healthcare
FALSE,New Business / Add-on,Partner Referral,51330,Banking
FALSE,Existing Business,Web,47160,Energy
FALSE,Existing Business,Partner Referral,70080,Energy
FALSE,New Business / Add-on,Web,26130,Healthcare
FALSE,New Business,Web,36480,Energy
FALSE,New Business / Add-on,Web,32940,Technology
FALSE,New Business,Web,39120,Banking
TRUE,New Business / Add-on,Partner Referral,61770,Energy
TRUE,New Business / Add-on,Partner Referral,54360,Banking
TRUE,New Business / Add-on,Web,30480,Technology
TRUE,New Business / Add-on,Partner Referral,54030,Banking
FALSE,Existing Business,Partner Referral,64920,Banking
FALSE,Existing Business,Web,55200,Technology
FALSE,New Business / Add-on,Partner Referral,45060,Banking
FALSE,New Business / Add-on,Phone Inquiry,15030,Technology
FALSE,New Business,Partner Referral,45090,Banking
FALSE,New Business,Phone Inquiry,11700,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11580,Energy
FALSE,New Business,Partner Referral,67320,Energy
FALSE,New Business / Add-on,Partner Referral,42180,Healthcare
FALSE,Existing Business,Phone Inquiry,11760,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12150,Healthcare
TRUE,New Business / Add-on,Partner Referral,45510,Banking
FALSE,Existing Business,Web,48390,Technology
TRUE,New Business / Add-on,Partner Referral,41100,Banking
FALSE,Existing Business,Partner Referral,69450,Energy
TRUE,New Business / Add-on,Partner Referral,44100,Banking
FALSE,Existing Business,Web,48360,Technology
TRUE,New Business / Add-on,Partner Referral,41970,Healthcare
FALSE,Existing Business,Web,35730,Technology
FALSE,New Business,Phone Inquiry,11430,Healthcare
FALSE,New Business,Partner Referral,57390,Banking
FALSE,New Business / Add-on,Phone Inquiry,11970,Energy
TRUE,New Business / Add-on,Web,42030,Banking
FALSE,New Business,Phone Inquiry,11640,Healthcare
FALSE,New Business,Web,21660,Energy
TRUE,New Business / Add-on,Partner Referral,56400,Banking
TRUE,New Business / Add-on,Web,36690,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,11850,Healthcare
FALSE,New Business / Add-on,Web,38460,Energy
FALSE,Existing Business,Phone Inquiry,11850,Energy
FALSE,Existing Business,Phone Inquiry,11820,Healthcare
FALSE,Existing Business,Partner Referral,66120,Banking
FALSE,Existing Business,Partner Referral,63810,Energy
FALSE,New Business / Add-on,Partner Referral,54330,Banking
FALSE,New Business,Web,39540,Healthcare
FALSE,New Business,Partner Referral,62700,Energy
FALSE,Existing Business,Web,31500,Healthcare
FALSE,New Business / Add-on,Web,33660,Healthcare
FALSE,New Business / Add-on,Partner Referral,53250,Banking
TRUE,New Business / Add-on,Partner Referral,50670,Banking
TRUE,New Business,Web,45180,Healthcare
FALSE,Existing Business,Phone Inquiry,15600,Technology
FALSE,New Business / Add-on,Partner Referral,59640,Banking
TRUE,New Business,Partner Referral,65730,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,11760,Healthcare
FALSE,New Business,Web,43890,Banking
FALSE,New Business,Web,32790,Healthcare
TRUE,New Business / Add-on,Web,39840,Technology
FALSE,Existing Business,Partner Referral,69330,Energy
FALSE,New Business / Add-on,Partner Referral,62670,Banking
TRUE,New Business / Add-on,Partner Referral,60030,Energy
TRUE,New Business,Partner Referral,61200,Banking
FALSE,Existing Business,Web,54690,Technology
FALSE,New Business,Partner Referral,53820,Banking
TRUE,New Business / Add-on,Partner Referral,54120,Energy
FALSE,Existing Business,Web,55440,Banking
FALSE,New Business,Phone Inquiry,11940,Healthcare
TRUE,Existing Business,Phone Inquiry,15090,Energy
TRUE,New Business / Add-on,Partner Referral,47910,Energy
FALSE,New Business,Phone Inquiry,11310,Technology
FALSE,New Business / Add-on,Phone Inquiry,15450,Healthcare
TRUE,New Business / Add-on,Web,29760,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12570,Healthcare
FALSE,New Business,Partner Referral,58230,Banking
FALSE,New Business / Add-on,Phone Inquiry,15240,Technology
FALSE,Existing Business,Phone Inquiry,11820,Technology
FALSE,New Business / Add-on,Web,21000,Healthcare
FALSE,New Business,Partner Referral,60750,Technology
FALSE,New Business / Add-on,Partner Referral,42120,Banking
FALSE,New Business / Add-on,Partner Referral,54570,Banking
FALSE,Existing Business,Web,44310,Energy
FALSE,New Business / Add-on,Partner Referral,52830,Banking
TRUE,New Business,Partner Referral,63570,Energy
TRUE,New Business / Add-on,Partner Referral,55110,Banking
FALSE,Existing Business,Phone Inquiry,12060,Healthcare
TRUE,New Business / Add-on,Web,24060,Banking
FALSE,Existing Business,Partner Referral,66180,Technology
TRUE,New Business / Add-on,Partner Referral,44340,Banking
TRUE,New Business / Add-on,Partner Referral,53880,Healthcare
FALSE,New Business,Partner Referral,51090,Energy
FALSE,New Business,Web,36570,Technology
TRUE,New Business / Add-on,Web,43350,Banking
FALSE,Existing Business,Web,44130,Healthcare
FALSE,New Business / Add-on,Web,27600,Healthcare
FALSE,New Business / Add-on,Web,35130,Technology
FALSE,New Business,Phone Inquiry,14760,Technology
FALSE,Existing Business,Phone Inquiry,11850,Healthcare
FALSE,New Business,Partner Referral,51810,Healthcare
FALSE,Existing Business,Phone Inquiry,15300,Healthcare
FALSE,New Business,Phone Inquiry,11400,Energy
FALSE,Existing Business,Phone Inquiry,11730,Healthcare
FALSE,New Business / Add-on,Partner Referral,66060,Energy
TRUE,New Business / Add-on,Partner Referral,57930,Banking
FALSE,New Business / Add-on,Partner Referral,41850,Banking
FALSE,New Business / Add-on,Web,30360,Banking
FALSE,Existing Business,Web,39360,Technology
TRUE,New Business / Add-on,Web,24060,Energy
FALSE,Existing Business,Web,49260,Energy
FALSE,New Business / Add-on,Partner Referral,47460,Healthcare
TRUE,New Business / Add-on,Partner Referral,60750,Banking
TRUE,New Business / Add-on,Partner Referral,47730,Banking
FALSE,Existing Business,Web,54390,Healthcare
FALSE,New Business,Phone Inquiry,12330,Energy
FALSE,New Business,Web,45450,Technology
FALSE,New Business,Partner Referral,66000,Energy
FALSE,New Business,Phone Inquiry,12510,Banking
FALSE,New Business / Add-on,Partner Referral,48210,Technology
FALSE,New Business / Add-on,Partner Referral,42090,Banking
TRUE,New Business,Partner Referral,50430,Banking
FALSE,New Business / Add-on,Web,40470,Banking
FALSE,New Business / Add-on,Phone Inquiry,12450,Energy
TRUE,New Business / Add-on,Partner Referral,53460,Banking
FALSE,New Business / Add-on,Partner Referral,41940,Healthcare
FALSE,New Business / Add-on,Web,30660,Banking
TRUE,New Business / Add-on,Partner Referral,56640,Banking
TRUE,New Business / Add-on,Partner Referral,46950,Banking
FALSE,Existing Business,Phone Inquiry,15330,Technology
FALSE,Existing Business,Web,36000,Technology
FALSE,New Business / Add-on,Partner Referral,54330,Energy
FALSE,New Business / Add-on,Partner Referral,45840,Banking
FALSE,New Business / Add-on,Partner Referral,50970,Banking
FALSE,Existing Business,Partner Referral,66060,Technology
FALSE,New Business / Add-on,Partner Referral,59790,Energy
FALSE,New Business / Add-on,Web,27240,Energy
FALSE,New Business,Web,41400,Energy
FALSE,New Business / Add-on,Web,29190,Technology
TRUE,New Business / Add-on,Web,26490,Banking
FALSE,Existing Business,Web,35910,Technology
TRUE,New Business / Add-on,Partner Referral,45450,Banking
FALSE,Existing Business,Web,48390,Banking
FALSE,New Business,Phone Inquiry,12330,Energy
FALSE,New Business / Add-on,Web,39840,Energy
FALSE,Existing Business,Partner Referral,60120,Healthcare
TRUE,New Business / Add-on,Phone Inquiry,11460,Healthcare
TRUE,New Business / Add-on,Partner Referral,48180,Banking
FALSE,New Business / Add-on,Web,26730,Energy
FALSE,New Business / Add-on,Phone Inquiry,12210,Healthcare
FALSE,New Business / Add-on,Partner Referral,55080,Banking
TRUE,New Business / Add-on,Partner Referral,44940,Banking
FALSE,Existing Business,Phone Inquiry,12120,Technology
FALSE,New Business / Add-on,Web,30210,Banking
FALSE,New Business / Add-on,Phone Inquiry,11280,Healthcare
FALSE,New Business / Add-on,Phone Inquiry,12270,Energy
FALSE,New Business,Web,38850,Banking
FALSE,New Business / Add-on,Partner Referral,59220,Energy
FALSE,New Business / Add-on,Partner Referral,53670,Banking
FALSE,New Business,Web,35250,Banking
FALSE,New Business,Phone Inquiry,12420,Energy
FALSE,New Business / Add-on,Partner Referral,51360,Technology
FALSE,Existing Business,Web,48180,Energy
FALSE,Existing Business,Web,47880,Energy
FALSE,New Business / Add-on,Partner Referral,47910,Banking
FALSE,New Business,Web,32460,Energy
TRUE,New Business / Add-on,Partner Referral,48510,Banking
TRUE,New Business / Add-on,Web,14850,Banking
FALSE,New Business,Web,48540,Healthcare
FALSE,New Business,Phone Inquiry,14700,Technology
FALSE,New Business / Add-on,Phone Inquiry,12090,Technology
FALSE,New Business,Phone Inquiry,12030,Healthcare
FALSE,Existing Business,Phone Inquiry,11760,Technology
FALSE,New Business,Partner Referral,68580,Technology
FALSE,New Business,Partner Referral,60180,Banking
FALSE,New Business / Add-on,Partner Referral,48000,Energy
FALSE,New Business,Phone Inquiry,12510,Technology
FALSE,Existing Business,Partner Referral,53970,Technology
TRUE,New Business / Add-on,Partner Referral,54510,Energy
FALSE,New Business / Add-on,Web,29250,Healthcare
FALSE,New Business,Web,48000,Energy
